order_id,customer_id,order_date,channel,status,discount_pct
1,1,2026-08-04 21:00:00,referral,completed,20
2,3,2026-06-15 12:00:00,google_ads,abandoned_cart,0
3,3,2026-06-24 09:00:00,instagram_ads,completed,0
4,3,2026-06-08 10:00:00,email,completed,0
5,3,2026-06-02 11:00:00,email,completed,0
6,3,2026-06-08 12:00:00,instagram_ads,completed,0
7,3,2026-07-09 21:00:00,google_ads,completed,0
8,3,2026-07-23 12:00:00,referral,abandoned_cart,0
9,3,2026-08-24 13:00:00,instagram_ads,completed,0
10,3,2026-08-27 12:00:00,instagram_ads,completed,0
11,3,2026-08-06 17:00:00,organic,completed,0
12,3,2026-08-22 09:00:00,email,completed,0
13,3,2026-09-15 09:00:00,email,completed,0
14,9,2026-09-04 08:00:00,instagram_ads,completed,0
15,10,2026-08-03 11:00:00,email,abandoned_cart,0
16,11,2026-07-14 21:00:00,email,completed,0
17,12,2026-05-11 20:00:00,google_ads,completed,0
18,13,2026-03-18 15:00:00,referral,completed,15
19,14,2026-06-24 15:00:00,email,completed,0
20,14,2026-08-28 09:00:00,referral,completed,0
21,15,2026-05-28 18:00:00,google_ads,completed,0
22,15,2026-05-08 18:00:00,instagram_ads,completed,0
23,15,2026-05-04 20:00:00,email,abandoned_cart,0
24,15,2026-05-01 08:00:00,google_ads,completed,0
25,15,2026-06-19 18:00:00,organic,completed,0
26,15,2026-06-19 10:00:00,email,completed,0
27,15,2026-06-10 18:00:00,google_ads,completed,0
28,15,2026-06-09 15:00:00,email,completed,0
29,15,2026-06-12 17:00:00,organic,completed,0
30,15,2026-07-20 19:00:00,google_ads,abandoned_cart,0
31,15,2026-07-08 18:00:00,instagram_ads,completed,0
32,15,2026-08-10 20:00:00,instagram_ads,completed,0
33,15,2026-08-11 19:00:00,referral,completed,0
34,15,2026-09-09 21:00:00,google_ads,abandoned_cart,0
35,15,2026-09-05 20:00:00,email,abandoned_cart,0
36,15,2026-09-09 16:00:00,google_ads,completed,0
37,17,2025-12-23 12:00:00,organic,completed,0
38,17,2025-12-16 09:00:00,instagram_ads,abandoned_cart,15
39,17,2026-02-19 19:00:00,organic,abandoned_cart,0
40,17,2026-04-07 15:00:00,google_ads,completed,0
41,17,2026-07-18 18:00:00,instagram_ads,completed,0
42,19,2026-04-19 11:00:00,instagram_ads,completed,0
43,19,2026-04-28 10:00:00,instagram_ads,completed,0
44,19,2026-04-28 08:00:00,instagram_ads,completed,0
45,19,2026-05-05 19:00:00,organic,completed,0
46,19,2026-05-04 15:00:00,organic,abandoned_cart,0
47,19,2026-06-16 21:00:00,email,completed,0
48,19,2026-06-05 09:00:00,referral,completed,0
49,19,2026-07-15 16:00:00,organic,completed,0
50,19,2026-07-08 14:00:00,email,completed,0
51,19,2026-07-14 13:00:00,instagram_ads,completed,0
52,19,2026-08-04 19:00:00,referral,completed,0
53,19,2026-08-18 16:00:00,google_ads,completed,0
54,19,2026-08-10 13:00:00,instagram_ads,completed,0
55,19,2026-08-12 09:00:00,email,completed,0
56,19,2026-09-01 10:00:00,google_ads,completed,0
57,19,2026-09-19 18:00:00,organic,completed,0
58,19,2026-09-17 11:00:00,instagram_ads,completed,0
59,22,2026-04-20 15:00:00,referral,completed,0
60,22,2026-05-04 12:00:00,referral,completed,0
61,23,2026-08-07 20:00:00,google_ads,completed,10
62,26,2026-06-28 19:00:00,organic,completed,15
63,28,2026-07-06 20:00:00,google_ads,completed,0
64,29,2026-07-19 14:00:00,google_ads,completed,0
65,31,2026-09-07 10:00:00,organic,completed,0
66,32,2026-04-15 09:00:00,google_ads,completed,0
67,32,2026-04-17 09:00:00,organic,completed,0
68,32,2026-04-28 21:00:00,email,completed,15
69,32,2026-05-11 17:00:00,organic,completed,0
70,32,2026-05-17 18:00:00,email,completed,0
71,32,2026-05-12 13:00:00,google_ads,completed,0
72,32,2026-06-03 13:00:00,google_ads,completed,15
73,32,2026-06-19 18:00:00,email,completed,0
74,32,2026-06-03 12:00:00,google_ads,completed,0
75,32,2026-06-27 19:00:00,organic,abandoned_cart,0
76,32,2026-07-06 11:00:00,instagram_ads,completed,0
77,32,2026-07-03 12:00:00,referral,completed,0
78,32,2026-07-11 20:00:00,instagram_ads,completed,0
79,32,2026-08-24 15:00:00,instagram_ads,completed,15
80,32,2026-08-18 11:00:00,email,completed,0
81,32,2026-09-15 20:00:00,referral,completed,0
82,32,2026-09-02 18:00:00,organic,completed,0
83,32,2026-09-03 20:00:00,referral,completed,0
84,32,2026-09-08 21:00:00,organic,completed,0
85,33,2026-02-08 08:00:00,google_ads,completed,0
86,33,2026-08-27 15:00:00,email,completed,0
87,34,2025-11-02 11:00:00,email,completed,0
88,34,2025-11-27 15:00:00,referral,completed,0
89,34,2025-11-10 14:00:00,referral,completed,15
90,34,2025-12-17 13:00:00,referral,completed,20
91,34,2025-12-28 15:00:00,google_ads,completed,15
92,34,2025-12-26 09:00:00,organic,completed,0
93,34,2025-12-18 13:00:00,email,completed,0
94,34,2026-01-02 12:00:00,organic,completed,0
95,34,2026-01-27 16:00:00,instagram_ads,completed,0
96,34,2026-01-11 12:00:00,email,completed,0
97,34,2026-01-23 15:00:00,google_ads,completed,0
98,34,2026-02-03 14:00:00,referral,completed,0
99,34,2026-02-11 18:00:00,email,completed,0
100,34,2026-02-12 15:00:00,google_ads,abandoned_cart,20
101,34,2026-02-22 18:00:00,instagram_ads,completed,0
102,34,2026-04-02 10:00:00,google_ads,completed,15
103,34,2026-04-22 15:00:00,organic,completed,0
104,34,2026-04-13 13:00:00,organic,completed,0
105,34,2026-04-06 15:00:00,organic,abandoned_cart,0
106,34,2026-04-07 17:00:00,email,abandoned_cart,0
107,34,2026-05-15 10:00:00,organic,completed,0
108,34,2026-05-03 16:00:00,instagram_ads,abandoned_cart,0
109,34,2026-07-04 11:00:00,email,completed,0
110,34,2026-07-18 17:00:00,referral,completed,0
111,34,2026-08-10 14:00:00,referral,completed,0
112,34,2026-08-11 18:00:00,referral,completed,15
113,38,2026-04-17 12:00:00,referral,completed,0
114,39,2026-01-27 17:00:00,organic,abandoned_cart,10
115,39,2026-04-20 18:00:00,referral,abandoned_cart,15
116,39,2026-07-10 15:00:00,email,completed,15
117,40,2026-08-17 16:00:00,organic,completed,15
118,40,2026-09-13 21:00:00,instagram_ads,completed,0
119,41,2026-06-17 15:00:00,organic,completed,0
120,45,2026-08-10 16:00:00,instagram_ads,completed,15
121,46,2026-03-18 12:00:00,referral,completed,15
122,46,2026-07-12 20:00:00,google_ads,completed,0
123,46,2026-08-17 08:00:00,google_ads,completed,15
124,47,2026-07-20 19:00:00,referral,completed,0
125,47,2026-07-27 08:00:00,email,completed,0
126,47,2026-07-01 17:00:00,referral,abandoned_cart,0
127,47,2026-07-19 15:00:00,referral,completed,0
128,47,2026-08-07 08:00:00,email,completed,0
129,47,2026-08-25 17:00:00,organic,abandoned_cart,0
130,47,2026-09-17 14:00:00,referral,completed,0
131,48,2026-08-07 11:00:00,google_ads,completed,15
132,49,2026-08-18 20:00:00,referral,completed,0
133,50,2026-04-21 12:00:00,referral,completed,0
134,51,2026-09-11 19:00:00,instagram_ads,completed,0
135,52,2026-06-16 18:00:00,google_ads,abandoned_cart,15
136,53,2025-11-26 15:00:00,google_ads,completed,10
137,53,2025-11-19 17:00:00,google_ads,abandoned_cart,15
138,53,2026-08-06 19:00:00,instagram_ads,completed,0
139,54,2026-02-22 09:00:00,google_ads,completed,0
140,54,2026-02-13 11:00:00,google_ads,completed,0
141,54,2026-02-01 12:00:00,organic,completed,0
142,54,2026-02-10 10:00:00,google_ads,completed,0
143,54,2026-03-12 17:00:00,email,abandoned_cart,0
144,54,2026-03-20 13:00:00,email,completed,0
145,54,2026-03-25 17:00:00,email,completed,0
146,54,2026-03-02 21:00:00,referral,completed,0
147,54,2026-04-04 18:00:00,organic,completed,0
148,54,2026-04-14 15:00:00,google_ads,completed,0
149,54,2026-04-09 21:00:00,organic,completed,10
150,54,2026-04-02 09:00:00,google_ads,completed,0
151,54,2026-04-21 14:00:00,email,abandoned_cart,0
152,54,2026-05-21 21:00:00,referral,completed,0
153,54,2026-05-27 08:00:00,email,abandoned_cart,0
154,54,2026-05-15 13:00:00,organic,completed,0
155,54,2026-06-20 20:00:00,instagram_ads,abandoned_cart,0
156,54,2026-06-20 08:00:00,organic,completed,0
157,54,2026-06-13 15:00:00,organic,completed,0
158,54,2026-06-08 21:00:00,referral,completed,0
159,54,2026-06-22 16:00:00,organic,completed,0
160,54,2026-07-18 15:00:00,email,completed,20
161,54,2026-07-05 12:00:00,email,completed,0
162,54,2026-07-28 19:00:00,organic,completed,0
163,54,2026-07-13 11:00:00,organic,completed,0
164,54,2026-08-02 12:00:00,organic,completed,0
165,54,2026-08-26 20:00:00,instagram_ads,completed,0
166,54,2026-09-07 19:00:00,email,abandoned_cart,0
167,54,2026-09-13 11:00:00,email,completed,0
168,55,2026-06-15 09:00:00,google_ads,completed,0
169,57,2026-01-18 17:00:00,instagram_ads,completed,0
170,57,2026-02-19 21:00:00,google_ads,completed,0
171,57,2026-08-15 10:00:00,instagram_ads,completed,0
172,59,2026-09-05 21:00:00,instagram_ads,completed,0
173,60,2026-07-01 08:00:00,google_ads,completed,0
174,60,2026-08-26 10:00:00,instagram_ads,completed,10
175,61,2025-12-15 17:00:00,google_ads,completed,0
176,61,2025-12-28 18:00:00,email,completed,0
177,63,2026-06-09 08:00:00,google_ads,completed,0
178,64,2026-04-03 12:00:00,email,completed,20
179,67,2025-10-14 10:00:00,organic,completed,0
180,67,2025-10-03 12:00:00,instagram_ads,completed,0
181,67,2025-10-01 12:00:00,organic,completed,0
182,67,2025-10-14 15:00:00,organic,completed,0
183,67,2025-10-12 16:00:00,google_ads,completed,15
184,67,2025-10-14 14:00:00,referral,completed,0
185,67,2025-11-22 14:00:00,google_ads,completed,0
186,67,2025-11-09 14:00:00,google_ads,completed,0
187,67,2025-11-16 17:00:00,instagram_ads,completed,0
188,67,2025-11-27 17:00:00,email,abandoned_cart,0
189,67,2025-11-05 12:00:00,instagram_ads,abandoned_cart,0
190,67,2025-12-24 19:00:00,instagram_ads,abandoned_cart,0
191,67,2025-12-12 09:00:00,referral,completed,0
192,67,2025-12-01 19:00:00,email,completed,0
193,67,2025-12-22 15:00:00,google_ads,completed,0
194,67,2025-12-26 14:00:00,email,abandoned_cart,20
195,67,2025-12-18 08:00:00,referral,completed,0
196,67,2025-12-25 11:00:00,referral,completed,0
197,67,2026-01-25 13:00:00,organic,completed,0
198,67,2026-01-08 16:00:00,referral,completed,0
199,67,2026-01-13 15:00:00,referral,completed,0
200,67,2026-01-16 09:00:00,organic,abandoned_cart,0
201,67,2026-02-12 12:00:00,referral,completed,0
